m1 m2 m3 m4 m5 m6 m7 t1_timing_profile t2_timing_profile t3_timing_profile t4_timing_profile t5_timing_profile t6_timing_profile t7_timing_profile t8_timing_profile
10 4 -739.987 -743.948 -480.407 -772.584 -760.762 1651.12 1653.11 1654.62 1663.21 1669.42 1688.42 1703.91 1717.21
17 10 -709.814 -775.843 -616.719 -625.765 -618.725 2690.46 2693.33 2696.1 2706.49 2714.58 2721.47 2724.71 2728.12
15 20 -780.687 -794.696 -542.47 -549.209 -584.614 6294.71 6298.17 6302.47 6316.63 6328.92 6336.67 6340.55 6344.27
7 12 -883.896 -849.256 -736.291 -765.899 -848.186 7105.79 7109.8 7113.56 7125.74 7136.39 7142.44 7145.08 7148.16
10 14 -834.199 -864.227 -586.555 -724.628 -735.102 9288.66 9293.84 9298.34 9312.41 9325.16 9338.67 9344.68 9350.64
13 1 -665.05 -707.302 -595.358 -760.801 -744.628 38.8925 39.2642 39.5496 46.8174 52.4149 62.4089 68.1388 73.0076
16 1 -613.805 -626.431 -639.707 -673.389 -672.619 301.755 302.508 303.151 309.571 314.141 326.973 330.257 333.628
12 5 -705.259 -702.899 470.123 -589.531 -704.742 701.44 702.807 704.335 712.424 719.063 763.271 767.536 771.52
8 9 -725.237 -731.263 -665.551 -758.75 -752.393 2475.63 2478.23 2480.7 2491.7 2502.59 2523.15 2529.52 2536.03
14 12 -855.796 -901.298 -659.609 -663.205 -663.79 2613.16 2615.94 2618.47 2634.19 2647.44 2654.19 2658.62 2662.93
8 1 -680.342 -732.791 -656.744 -685.152 -750.319 2828.42 2831.25 2834.96 2842.48 2848.52 2856.76 2861.6 2866.28
7 17 -752.081 -832.32 -574.802 -588.373 -588.914 3774.91 3778.49 3783.26 3797.21 3807.22 3813.49 3816.57 3819.49
15 16 -771.564 -833.689 -639.382 -690.198 -699.787 7068.8 7072.88 7076.94 7093.87 7108.77 7118.98 7122.94 7127.56
19 12 -750.791 -750.738 -658.83 -715.04 -730.404 7131.98 7136.56 7140.91 7149.48 7157.33 7164.9 7168.85 7173.06
18 8 -775.501 -822.26 -819.811 -899.183 -897.401 7374.84 7378.86 7381.97 7393.12 7403.67 7432.28 7448.63 7463.12
17 15 -831.561 -833.288 -717.213 -761.994 -776.479 9194.91 9200.31 9205.89 9219.67 9229.92 9254.43 9267.89 9281.64
15 5 -749.375 -764.668 -662.249 -676.933 -680.78 219.501 220.293 221.556 228.721 234.529 239.194 242.3 245.575
5 4 -748.837 -745.233 -723.387 -755.347 -768.635 323.973 324.911 325.913 333.253 338.364 348.828 355.878 362.667
20 3 -735.26 -762.877 -59.7507 -524 -535.26 609.155 610.208 611.253 620.806 627.609 659.612 663.14 666.87
8 6 -757.714 -759.565 -725.948 -752.036 -772.418 1614.18 1616.25 1619.52 1628.32 1635.4 1655.14 1664.92 1676.53
3 13 -819.603 -837.708 -662.731 -731.546 -740.807 3151.57 3154.45 3157.31 3169.6 3180.63 3188.06 3191.61 3194.95
10 2 -590.382 -635.111 -678.481 -714.688 -711.103 5074.02 5077.79 5081.69 5086.78 5090.91 5097.93 5102.44 5107.18
7 15 -842.064 -832.337 -733.38 -748.772 -749.783 5898.84 5902.41 5908.16 5922.56 5934.98 5943.64 5947.16 5950.75
8 7 -737.06 -803.779 -719.097 -767.671 -770.324 7781.64 7786.93 7792.81 7800.44 7808.3 7817.16 7820.29 7823.17
9 22 -971.403 -946.278 -768.018 -837.732 -923.875 0.125276 0.271032 0.434597 25.2476 47.7 62.5206 74.9756 87.8209
1 13 -740.844 -748.073 -663.955 -722.608 -741.92 92.57 92.7688 92.9792 107.558 120.583 125.904 130.437 134.544
17 3 -631.643 -681.217 96919.7 38012.6 -417.52 155.735 156.091 156.513 166.934 175.653 220.324 228.497 231.781
10 2 -743.393 -796.18 -749.187 -806.795 -844.257 862.207 863.432 864.667 871.198 876.23 889.205 898.895 909.751
4 5 -673.845 -729.501 -618.946 -680.03 -685.375 2334.02 2336.83 2340.17 2350.41 2360.24 2366.46 2369.53 2372.64
6 9 -738.074 -775.683 -741.95 -743.193 -744.744 4614.86 4617.94 4620.47 4630.87 4639.75 4648.74 4654.23 4659.77
18 13 -754.785 -780.122 -720.621 -735.121 -730.175 6635.45 6639.75 6643.85 6654.71 6662.53 6669.33 6671.68 6674.03
10 10 -685.189 -711.03 -529.115 -612.167 -645.061 7011.26 7015.57 7018.75 7027.96 7037.04 7045.77 7050.24 7054.58
13 13 -743.166 -816.816 -750.955 -770.917 -767.911 8579.54 8584.2 8589.31 8601.03 8611.19 8623.21 8628.53 8633.36
16 8 -734.989 -841.625 -682.56 -855.192 -853.215 28.7355 29.0294 29.4419 39.2205 47.0393 64.4753 76.1408 88.6793
12 1 -668.72 -721.549 -621.711 -708.809 -714.189 1176.28 1178.06 1179.79 1185.04 1189.49 1194.98 1198.06 1201.22
8 23 -821.875 -862.812 -637.794 -639.346 -636.829 1492.54 1494.56 1496.72 1514.92 1530.92 1537.21 1541.6 1546.22
10 18 -846.393 -870.384 -640.516 -676.611 -673.313 1558.63 1560.74 1562.52 1582.86 1601.99 1606.65 1609.9 1613.11
5 9 -860.502 -919.682 -642.474 -659.974 -718.231 3102.13 3105.48 3108.47 3119.91 3129.57 3139.04 3142.8 3146.42
6 16 -805.898 -841.871 -565.408 -590.056 -593.125 5607.76 5612.02 5616.24 5633.53 5648.29 5656.43 5660.29 5663.88
7 1 -622.989 -625.528 -680.854 -783.22 -845.759 8434.99 8439.34 8443.63 8450.03 8454.79 8466.41 8469.66 8473.79
11 12 -692.108 -705.038 -675.848 -679.248 -698.832 8781.5 8786.09 8790.52 8800.22 8809.59 8818.99 8822.47 8825.78
13 7 -678.545 -808.121 -730.835 -761.131 -764.518 5.69464 5.90488 6.11468 15.8146 24.4987 28.1038 31.3699 34.5913
10 6 -680.059 -716.964 -659.918 -687.883 -769.362 125.056 125.61 126.266 133.825 140.209 151.335 156.371 161.296
10 10 -640.3 -638.855 -819.082 -875.752 -894.628 939.842 941.35 943.143 953.472 962.113 974.79 981.764 989.082
15 12 -659.847 -711.437 -703.626 -717.818 -718.183 1040.01 1041.69 1043.38 1053.64 1063.5 1069.69 1074.48 1079.2
12 5 -676.55 -693.099 -709.782 -846.757 -848.783 2147.97 2150.08 2152.57 2160.42 2165.26 2170.95 2173.97 2176.85
11 13 -717.414 -725.705 -805.966 -829.735 -827.146 3700.98 3704.59 3707.96 3722.76 3736.36 3748.03 3756.68 3764.85
13 14 -766.45 -756.314 97454.1 -463.23 -534.842 7667.31 7671.48 7676.56 7690.03 7702.86 7748.29 7752.65 7757.23
8 6 -747.024 -814.56 -593.981 -614.333 -612.802 8687.98 8692.35 8697.98 8707.13 8713.95 8724.49 8728.83 8733.06
7 8 -723.782 -723.863 75717.2 6022.69 -545.812 9575.66 9580.2 9584.42 9594.97 9603.73 9640.48 9648.38 9651.27
8 11 -789.943 -842.969 -685.587 -687.762 -727.376 0.223119 0.356526 0.497678 14.2156 25.8713 36.9995 48.3717 59.6886
5 15 -776.657 -832.744 -644.28 -653.848 -641.837 92.0405 92.3524 92.7831 110.337 127.802 138.986 145.11 150.426
11 8 -725.87 -776.559 -430.452 -522.204 -578.649 199.092 199.688 200.532 209.79 217.685 225.576 230.304 235.527
10 3 -699.154 -729.549 -614.361 -679.156 -675.638 562.384 563.359 564.359 571.488 577.123 583.902 589.173 594.219
14 6 -608.312 -675.572 -755.816 -790.951 -789.769 707.375 708.593 709.937 717.137 721.987 738.532 751.362 762.785
11 3 -720.005 -745.084 -562.023 -675.219 -705.854 770.393 771.684 773.116 779.861 784.511 791.621 796.382 801.252
9 2 -657.932 -683.623 -593.738 -777.38 -788.487 1307.9 1309.52 1310.94 1316.32 1320.92 1329.44 1335.08 1340.37
7 5 -791.221 -818.546 -723.218 -763.936 -764.988 2340.88 2343.44 2345.89 2355.33 2363.07 2369.83 2373.21 2376.56
11 14 -774.921 -806.5 -532.436 -666.102 -674.219 2815.17 2818.08 2821.5 2839.73 2856.9 2877.65 2882.95 2887.94
6 17 -841.632 -886.264 -762.191 -761.263 -784.077 3577.08 3580.86 3583.69 3600.51 3616.6 3624.02 3627.89 3632.1
8 24 -908.341 -915.722 -528.102 -563.502 -580.262 6667.68 6671.36 6674.76 6699.92 6721.92 6729.6 6732.8 6736.18
7 10 -716.834 -738.995 -677.154 -786.723 -763.045 7612.83 7617.22 7622.38 7632.37 7640.57 7657.34 7665.74 7673.42
9 4 -701.474 -746.767 1014.52 -525.911 -531.67 8889.59 8893.89 8898.13 8908.46 8918 8942.95 8947.67 8952.82
4 19 -817.482 -825.859 72921.5 -598.806 -691.47 25.3879 25.6797 25.9557 45.3754 64.6283 111.296 122.481 128.534
6 9 -788.553 -846.615 -656.869 -662.994 -719.279 164.175 164.643 164.999 173.709 181.912 195.837 201.689 206.246
6 2 -709.801 -748.786 -563.468 -617.963 -663.418 635.226 636.508 637.57 642.596 647.634 656.033 663.251 670.169
9 4 -699.243 -731.339 3307.19 -474.283 -565.441 4781.24 4785 4788.9 4797.86 4803.61 4826.74 4830.25 4834.49
15 12 -762.133 -842.748 77001.7 -573.622 -705.207 18.7559 18.9969 19.2411 35.5255 49.6371 74.8341 81.8512 86.4175
7 9 -802.297 -795.999 -682.841 -699.233 -702.499 3207.42 3210.46 3213.47 3225.33 3235.36 3242.6 3246.76 3251.35
9 12 -779.122 -816.877 -649.668 -692.584 -694.347 4162.62 4166.09 4169.85 4180.36 4189.92 4200.07 4203.76 4207.5
13 5 -769.667 -808.291 -762.59 -798.051 -794.304 5060.9 5064.71 5068.98 5076.07 5080.69 5089 5093.45 5097.34
9 3 -762.69 -775.02 -718.091 -714.539 -716.206 6594.95 6598.78 6603.85 6609.59 6614 6620.85 6624.27 6627.78
10 27 -842.756 -878.412 -648.325 -645.215 -684.098 7889.13 7893.37 7897.97 7922.66 7947.77 7957.97 7961.52 7965.42
17 6 -767.227 -807.598 -701.428 -721.714 -718.189 9826.33 9831.69 9837.63 9847.04 9855.12 9864.22 9868.51 9873.59
11 2 -629.935 -656.118 -766.906 -771.931 -762.962 5.40335 5.59398 5.78273 13.3218 18.4167 21.1934 24.074 26.5674
5 9 -809.258 -823.55 -652.611 -773.703 -811.437 125.791 126.332 126.986 139.013 152.77 166.82 174.252 181.095
9 7 -908.881 -932.799 159083 -632.989 -684.804 1242.61 1244.5 1246.45 1256.35 1264.04 1295.24 1301.49 1307.27
7 4 -718.336 -793.232 -601.97 -595.328 -612.855 1354.88 1356.8 1358.6 1366.44 1371.58 1375.99 1379.09 1382.42
4 1 -588.695 -672.622 -736.97 -744.381 -765.217 4839.76 4843.59 4847.53 4853.56 4858.54 4870.61 4877.96 4885.86
6 11 -715.353 -770.553 -703.825 -735.838 -736.714 4934.62 4938.1 4941.49 4955.85 4969.46 4985.48 4993.47 5001.55
14 6 -605.005 -617.369 -704.824 -739.862 -741.033 6818.53 6823.14 6828.47 6835.76 6841.78 6856.58 6863.66 6871.08
7 7 -619.304 -727.911 -613.341 -648.966 -684.678 7431.23 7436.18 7441.25 7448.09 7452.64 7461.12 7466.84 7473.41
7 10 -868.066 -918.041 -665.053 -733.026 -770.318 8389.61 8394.29 8399.95 8411.86 8422.68 8455.36 8462.59 8470.49
11 7 -776.928 -774.48 7030.73 -490.423 -515.491 9096.95 9101.77 9107.68 9117.78 9127.16 9145.46 9149.34 9152.64
6 14 -853.734 -902.692 -615.865 -590.005 -622.942 394.633 395.684 396.722 410.351 422.563 440.253 443.784 447.355
7 10 -747.679 -748.851 -574.764 -602.761 -596.042 501.79 502.885 503.936 516.023 525.946 530.693 534.024 537.885
14 27 -762.096 -814.443 -647.516 -756.516 -804.188 1223.41 1225.15 1227.11 1248.91 1267.53 1273.9 1279.36 1284.73
17 8 -726.176 -780.797 -497.48 -545.443 -554.026 1476.02 1477.8 1479.55 1487.29 1494.59 1508.2 1513.17 1518.05
8 3 -707.209 -717.64 631791 405580 279904 2558.74 2561.58 2564.67 2573.86 2580.21 2614.21 2640.65 2652.33
15 8 -639.056 -763.103 -596.884 -683.348 -684.807 4386.03 4389.08 4391.84 4400.16 4407.08 4414.26 4418.38 4422.11
14 2 -695.224 -723.895 1594.19 -485.758 -579.839 14.2467 14.4851 14.7754 20.8669 25.466 60.2556 63.5844 67.2444
11 8 -726.133 -759.971 -776.567 -836.104 -833.288 107.246 107.635 108.147 115.812 122.33 130.482 136.844 142.747
9 14 -769.808 -769.83 -626.502 -626.255 -627.174 2873.44 2876.37 2880.03 2893.11 2905.86 2914.51 2917.56 2920.77
16 11 -734.28 -764.261 -744.45 -788.065 -786.957 2941.54 2944.68 2947.42 2960.92 2972.99 2980.24 2984.1 2987.67
15 13 -845.198 -834.118 -788.999 -801.125 -787.04 3403.6 3406.63 3409.77 3424.79 3438.41 3448.9 3454.69 3460.33
7 7 -729.253 -765.556 -805.498 -811.905 -821.701 3739.02 3742.67 3746.47 3756.38 3766.47 3775.03 3778.82 3782.21
12 1 -671.659 -734.259 -798.446 -788.464 -850.916 5334.09 5337.26 5340.85 5348 5353.63 5380.73 5392.23 5403.08
14 19 -850.131 -905.112 -589.769 -620.637 -622.775 1000.34 1001.89 1003.56 1021.23 1038.33 1042.69 1045.82 1048.88
10 2 -662.74 -690.488 -709.665 -741.724 -744.789 1274.96 1276.57 1278.34 1285.45 1290.56 1304.27 1311.76 1318.38
10 5 -720.909 -766.768 -475.032 -571.995 -655.01 3430.77 3433.57 3436.07 3445.41 3452.58 3467.51 3474.4 3481.61
11 10 -732.955 -733.428 -664.636 -678.759 -690.022 5252.19 5256 5259.37 5273.6 5286.98 5296.84 5301.06 5305.38
16 4 -792.604 -799.31 -586.363 -630.079 -643.696 203.96 204.678 205.344 214.053 222.301 225.642 228.731 232.964
15 3 -595.42 -662.275 -644.25 -667.592 -677.529 1301.5 1303.5 1305.6 1313.26 1320.04 1338.82 1347.66 1355.67
17 7 -594.103 -700.518 -705.448 -777.888 -788.526 4047.37 4051 4054.86 4065.11 4072.49 4079.5 4083.15 4087.18
11 13 -727.113 -794.376 -537.829 -557.789 -558.794 76.1021 76.5285 77.1069 87.9889 96.8111 99.761 102.486 105.341
11 7 -703.598 -695.288 -642.247 -728.088 -744.026 130.867 131.398 131.809 141.333 147.699 153.01 157.853 162.84
11 15 -759.157 -789.204 -652.677 -783.357 -772.668 1548.65 1550.84 1553.28 1568 1581.89 1590.13 1594.63 1598.59
6 7 -824.618 -831.349 -558.794 -561.675 -566.092 2055.71 2057.79 2059.64 2069.09 2077.14 2082.76 2085.86 2088.8
8 9 -743.827 -772.973 -583.995 -602.252 -603.639 3198.99 3201.61 3206.31 3215.67 3225.05 3232.3 3235.92 3239.58
4 8 -762.414 -820.383 -697.579 -713.529 -728.634 3242.24 3244.92 3248.44 3257.82 3265.84 3272.58 3276.66 3280.57
9 7 -771.678 -792.473 611630 493426 -485.919 4888.75 4892.04 4894.9 4904.48 4911.54 4935.11 4961.42 4967.06
9 6 -628.908 -652.741 -699.016 -765.749 -773.966 5365.32 5369.22 5372.87 5381.83 5388.51 5396.46 5399.86 5403.39
4 2 -696.862 -748.963 -621.99 -634.327 -634.394 5721.16 5726.13 5731.4 5739.5 5747.14 5755.51 5758.96 5762.24
6 1 -616.88 -631.514 -555.972 -630.594 -634.964 5783.61 5788.55 5792.68 5798.49 5803.78 5814.61 5817.87 5821.1
9 17 -775.384 -792.333 -602.09 -596.307 -601.142 95.1289 95.6704 96.0851 112.518 127.524 131.974 135.208 138.345
6 10 -817.36 -775.729 710756 -590.338 -673.297 1113.07 1115 1117.19 1129.26 1138.18 1199.44 1216.99 1223.64
5 19 -850.05 -898.155 -755.837 -712.24 -701.595 3099.05 3101.76 3104.11 3121.08 3137.62 3147.57 3155.28 3163.69
17 13 -741.514 -817.966 -345.775 -290.106 -412.331 4452.04 4455.64 4460.28 4472.74 4483.39 4497.36 4499.6 4501.96
14 12 -687.971 -698.074 -732.678 -737.482 -829.751 5326.66 5330.13 5333.07 5344.92 5354.97 5381.55 5398.31 5414.74
13 1 -681.698 -712.655 -819.538 -832.748 -830.132 6124.28 6128.6 6133.19 6140.31 6146.64 6159.13 6167.34 6175.65
7 16 -733.856 -755.521 -688.628 -779.13 -803.208 6986.87 6991.36 6995.68 7010.1 7023.17 7035.54 7039.54 7043.13
7 11 -786.67 -786.55 -735.996 -843.02 -845.853 8206.28 8210.47 8214.22 8226.56 8237.65 8247.28 8250.65 8254.3
12 1 -653.764 -690.67 -775.488 -851.283 -850.811 18.1848 18.4406 18.6835 25.7325 31.2861 43.734 54.8611 65.7806
9 11 -679.293 -744.235 3261.75 -465.697 -462.19 487.506 488.556 489.673 501.962 513.173 547.859 550.724 553.816
15 20 -729.998 -774.641 -754.703 -739.134 -758.69 1173.18 1175.03 1176.7 1195.47 1213.27 1230.5 1245.85 1258.6
7 6 -788.344 -790.482 -527.375 -535.848 -538.055 2937.45 2940.64 2943.39 2952.05 2960 2966.17 2969.35 2972.61
15 23 -902.121 -922.305 -764.573 -769.742 -774.957 3085.92 3089.11 3091.94 3113.41 3132.04 3150.99 3162.31 3174.9
6 2 -676.568 -708.456 -605.848 -738.103 -728.92 3639.14 3642.13 3645.6 3651.91 3656.37 3671.68 3679.19 3686.7
12 21 -927.453 -972.173 -813.162 -813.182 -818.424 5729.27 5732.95 5736.91 5759.67 5780.35 5789.46 5792.95 5796.93
11 8 -764.369 -784.916 -557.704 -632.998 -631.138 6191.82 6195.5 6199.02 6207.98 6217.38 6225.63 6228.71 6231.6
6 10 -815.587 -896.252 -634.772 -650.51 -644.899 6310.33 6314.5 6318.35 6330.1 6339.78 6346.99 6349.93 6352.79
10 5 -737.841 -809.609 -703.005 -771.054 -762.01 7439.12 7443.19 7448.29 7457.62 7464.91 7480.34 7488.79 7497.04
6 8 -767.972 -817.698 -615.864 -616.256 -645.226 9025.75 9030.23 9035.97 9045.39 9053.67 9074.9 9080.5 9087.26
7 13 -839.99 -850.355 -710.638 -728.473 -723.923 9112.18 9116.54 9120.82 9135.77 9150.95 9163.81 9169.87 9175.81
13 1 -659.743 -714.583 -709.799 -714.594 -718.874 2.17646 2.39768 2.61428 9.80085 15.5952 20.4919 24.6639 28.8658
14 10 -619.727 -787.625 -509.348 -594.794 -597.296 160.63 161.201 161.677 173.177 182.686 186.598 189.76 193.037
15 7 -626.263 -653.081 -627.628 -738.084 -748.602 514.198 515.194 516.3 524.851 531.258 538.783 543.759 548.602
15 3 -754.625 -756.293 116403 -476.57 -545.379 584.036 585.389 586.61 594.389 600.93 627.441 632.111 635.538
5 7 -771.966 -796.217 -677.383 -792.345 -790.77 1637.84 1639.97 1641.91 1649.78 1656.98 1667.69 1678.39 1687.42
7 2 -508.068 -756.484 -735.606 -787.744 -823.495 1694.29 1696.51 1698.47 1705.3 1710.39 1723.1 1729.74 1736
10 8 -789.473 -789.385 -647.032 -724.534 -727.285 2573.78 2576.54 2578.64 2590.39 2600.36 2625.37 2632.94 2640.15
6 11 -861.015 -926.54 -709.666 -716.059 -711.537 3569.26 3572.04 3575.25 3589.96 3601 3608.34 3611.54 3615.11
4 11 -692.208 -797.334 -718.111 -786.19 -884.551 3919.59 3922.84 3926.04 3937.6 3946.08 3971.84 3987.15 4002.92
16 4 -702.871 -657.264 -774.144 -843.077 -870.871 4759.11 4762.95 4767.57 4773.92 4778.35 4809.95 4821.21 4832.02
9 13 -785.796 -778.626 -645.826 -683.169 -721.409 7036.98 7040.88 7045.23 7057.91 7070.56 7078.01 7081.43 7084.28
7 19 -812.626 -852.392 -648.658 -652.787 -677.772 7234.33 7238.35 7241.79 7259.98 7274.99 7284.94 7289.39 7293.52
5 8 -873.125 -894.607 -714.979 -711.241 -741.962 388.962 389.894 391.199 402.82 414.156 421.306 426.563 431.618
12 11 -731.771 -796.736 -550.542 -552.712 -553.83 1589.29 1591 1593.11 1606.41 1617.16 1623.09 1626.6 1629.86
7 4 -657.719 -715.507 1.15452e+06 210759 398491 1865.62 1867.99 1870.36 1876.57 1881.01 1936.23 1975.05 1992.82
13 18 -818.372 -840.739 -442.728 -491.035 -531.98 2089.34 2091.68 2093.86 2110.99 2126.27 2153.58 2159.37 2167.95
6 12 -846.796 -869.251 -45.6075 -437.076 -503.523 2302.32 2304.56 2306.65 2320.95 2333.64 2364.19 2367.59 2371.33
9 6 -617.556 -739.162 -860.127 -963.671 -961.926 2674.54 2677.25 2681.17 2688.41 2694.91 2703.41 2709.81 2716.09
5 13 -797.969 -898.666 413047 14959.8 -572.197 2909 2911.39 2914.58 2924.78 2934.33 2995.21 3019.45 3025.61
16 1 -636.929 -654.484 -752.896 -818.719 -792.288 3574.57 3577.45 3580.72 3585.73 3590.37 3610.18 3618.39 3626.8
11 18 -747.62 -834.801 -644.075 -648.811 -650.585 5216.67 5220.72 5224.91 5241.67 5258 5265.41 5268.88 5272.23
14 17 -721.126 -770.532 -642.7 -723.329 -707.36 6427.03 6430.59 6434.4 6451.07 6466.45 6489.52 6496.24 6503.16
12 10 -704.519 -777.358 -669.436 -684.683 -685.349 8004.84 8009.62 8014.35 8026.92 8036.85 8045.7 8049.25 8052.9
9 13 -718.567 -772.518 -641.253 -902.065 -935.358 9412.83 9417.73 9422.82 9441.41 9457.63 9484.55 9495.11 9505.76
8 13 -855.131 -882.161 -608.179 -724.238 -723.792 136.329 136.968 137.427 154.998 172.651 176.14 179.008 182.009
5 9 -727.41 -724.405 -485.698 -611.098 -636.152 334.976 335.926 336.787 350.242 361.178 367.821 372.557 377.008
14 16 -838.23 -798.253 -704.878 -713.355 -708.52 977.862 979.37 980.791 995.88 1009.48 1014.31 1017.6 1020.44
16 10 -796.1 -895.455 -511.997 -613.865 -623.383 4011.24 4014.7 4018.02 4032.61 4046.34 4057.34 4061.81 4066.47
14 1 -717.461 -729.784 796.662 -768.612 -810.495 4362.54 4366 4369.64 4376.09 4381.51 4423.46 4430.21 4436.85
12 10 -801.622 -838.369 -591.543 -646.723 -640.316 4624.82 4628.16 4632.08 4645.42 4655.41 4664.46 4669.05 4673.86
18 21 -841.128 -859.987 -592.266 -604.524 -629.738 7076.57 7080.78 7085.1 7109.35 7130.63 7138.59 7142.12 7146.14
9 3 -742.4 -793.714 -597.71 -599.979 -602.93 7176.81 7181.43 7186.09 7193.53 7200.06 7209.56 7213.48 7217.79
8 9 -777.361 -806.338 -624.902 -666.31 -662.025 7852.67 7856.89 7861.96 7878.55 7892.39 7901.6 7905.36 7909
14 12 -758.167 -797.803 753042 98445.7 -677.792 8034.72 8039.96 8044.5 8054.62 8062.8 8097.64 8125.14 8138.89
7 1 -794.844 -803.232 -558.269 -606.829 -606.676 9902.89 9908.93 9915.12 9921.86 9926.82 9935.85 9938.84 9942.13
9 1 -670.249 -664.004 -612.05 -654.63 -649.808 26.1568 26.4766 26.8271 34.7165 40.3594 50.1169 55.6063 61.2563
16 13 -762.287 -805.969 -678.699 -678.395 -677.186 62.8447 63.1849 63.5338 80.3557 96.7931 100.508 103.95 107.495
7 11 -727.073 -768.304 -697.875 -695.738 -692.713 2187.83 2190.21 2192.63 2206.84 2220.91 2227.49 2231.03 2235.09
7 8 -689.681 -677.985 -716.133 -700.917 -673.668 2765.89 2769.23 2772.08 2780.32 2786.59 2793.22 2796.11 2799.01
14 9 -731.402 -815.54 989624 -184.631 -405.28 6001.66 6006.66 6011.04 6022.01 6031.65 6074 6093.3 6095.8
12 18 -724.42 -776.203 -598.219 -636.131 -624.9 7340.99 7345.55 7349.52 7363.29 7375.43 7386.03 7390.29 7394.31
11 18 -777.268 -798.665 -344.1 -532.985 -564.808 8962.41 8967.71 8973.21 8987.33 8999.14 9029.56 9032.89 9035.74
7 13 -762.86 -776.836 -676.191 -822.981 -799.586 9440.16 9445.31 9450.94 9460.46 9468.29 9482.97 9493.62 9504
4 2 -708.042 -775.989 -724.972 -726.123 -730.917 1.35467 1.50608 1.66904 8.8697 15.5458 18.9831 22.5057 26.2584
9 9 -686.428 -719.525 -801.802 -823.52 -847.22 179.771 180.552 181.08 190.574 199.214 209.275 217.032 225.045
6 3 -702.571 -796.781 -330.174 -414.772 -432.279 506.023 507.171 508.285 514.472 517.869 528.977 531.138 533.621
8 11 -631.301 -765.401 2589.73 -459.161 -567 750.057 751.518 753.025 766.509 779.818 817.429 821.423 824.382
11 11 -701.474 -771.322 -595.068 -621.882 -638.346 937.158 938.714 940.246 951.806 960.775 976.05 980.442 985.894
11 3 -681.498 -734.47 41140.5 -490.997 -522.049 1433.84 1435.72 1438.04 1445.89 1452.59 1485.84 1488.72 1491.64
6 22 -724.502 -874.031 220534 -533.478 -667.107 1638.4 1640.22 1641.99 1663.72 1683.95 1711.77 1720.6 1723.73
9 15 -757.885 -800.729 -517.966 -793.935 -833.839 3047.32 3050.52 3053.12 3070.96 3087 3111.22 3121.48 3132.29
8 23 -811.165 -902.489 39321.2 -342.099 -482.871 4493.24 4496.68 4499.78 4516.39 4531.48 4576.57 4580.67 4589.96
10 1 -617.791 -677.885 -602.197 -652.067 -688.592 7705.28 7709.49 7713.36 7722.31 7729.3 7759.01 7764.17 7769.4
9 2 -748.249 -748.947 -621.945 -618.462 -669.773 8125.57 8130.94 8135.97 8144.28 8151.68 8162.1 8164.97 8167.99
13 7 -756.926 -785.171 -605.736 -661.986 -667.982 9189.74 9195.13 9200.88 9210.38 9218.39 9229.03 9233.47 9237.83
13 11 -829.163 -831.479 200530 -700.445 -748.554 318.561 319.432 320.551 330.194 337.991 363.847 375.735 385.232
6 10 -818.923 -803.541 199562 -596.99 -673.669 536.396 537.698 539.021 548.593 557.357 590.114 602.186 611.102
10 6 -706.13 -785.202 54570.9 -393.067 -426.172 711.065 712.293 713.684 722.33 730.464 760.327 763.364 765.872
8 10 -694.955 -717.418 -612.702 -614.784 -631.311 1228.45 1230.09 1231.44 1242.66 1252.33 1257.23 1260.72 1264.72
6 16 -945.591 -988.023 -744.234 -794.174 -828.096 1821.53 1824.02 1826.39 1848.9 1870.3 1877.84 1882.14 1886.98
